index,generated,result,format_properties
148,"<ans>
def dict_depth(d):
    if isinstance(d, dict):
        return 1 + max(map(dict_depth, d.values())) if d else 0
</ans>",0,{}
149,"<ans>
def find_Element(arr,ranges,rotations,index) :  
    for i in range(rotations - 1,-1,-1 ) : 
        left = ranges[i][0] 
        right = ranges[i][1] 
        if (left <= index and right >= index) : 
            if (index == left) : 
                index = right 
            else : 
                index = index - 1 
    return arr[index] 
</ans>",0,{}
150,"<ans>
import re
def start_withp(words):
    for w in words:
        m = re.match(""(P\w+)\W(P\w+)"", w)
        if m:
            return m.groups()
</ans>",0,{}
151,"<ans>
def max_sum_increasing_subseq(a, n, index, k):
    dp = [[0 for i in range(n)] 
          for i in range(n)]
    for i in range(n):
        if a[i] > a[0]:
            dp[0][i] = a[i] + a[0]
        else:
            dp[0][i] = a[i]
    for i in range(1, n):
        for j in range(n):
            if a[j] > a[i] and j > i:
                if dp[i - 1][i] + a[j] > dp[i - 1][j]:
                    dp[i][j] = dp[i - 1][i] + a[j]
                else:
                    dp[i][j] = dp[i - 1][j]
            else:
                dp[i][j] = dp[i - 1][j]
    return dp[index][k]
</ans>",1,{}
152,"<ans>
def colon_tuplex(tuplex,m,n):
  tuplex_colon = deepcopy(tuplex)
  tuplex_colon[m].append(n)
  return tuplex_colon
</ans>",0,{}
153,"<ans>
def large_product(nums1, nums2, N):
    result = sorted([x*y for x in nums1 for y in nums2], reverse=True)[:N]
    return result
</ans>",0,{}
154,"<ans>
def maximum(a,b):
    if a >= b:
        return a
    else:
        return b
</ans>",1,{}
155,"<ans>
def string_to_tuple(str1):
    result = tuple(x for x in str1 if not x.isspace()) 
    return result
</ans>",0,{}
156,"<ans>
def set_left_most_unset_bit(n): 
    if not (n & (n + 1)): 
        return n 
    pos, temp, count = 0, n, 0 
    while temp: 
        if not (temp & 1): 
            pos = count      
        count += 1; temp>>=1
    return (n | (1 << (pos))) 
</ans>",0,{}
157,"<ans>
def highest_Power_of_2(n): 
    res = 0 
    for i in range(n, 0, -1): 
        if ((i & (i - 1)) == 0): 
            res = i 
            break 
    return res 
</ans>",0,{}
158,"<ans>
def find_lucas(n): 
    if (n == 0): 
        return 2
    if (n == 1): 
        return 1
    return find_lucas(n - 1) + find_lucas(n - 2) 
</ans>",1,{}
159,"<ans>
def add_string(list_, string):
    add_string = [string.format(i) for i in list_]
    return add_string
</ans>",0,{}
160,"<ans>
def convert_list_dictionary(l1, l2, l3):
    result = [{x: {y: z}} for (x, y, z) in zip(l1, l2, l3)]
    return result
</ans>",0,{}
161,"<ans>
def get_max_sum (n):
	res = list()
	res.append(0)
	res.append(1)
	i = 2
	while i<n + 1:
		res.append(max(i, (res[int(i / 2)] 
						+ res[int(i / 3)] +
							res[int(i / 4)]
						+ res[int(i / 5)])))
		i = i + 1
	return res[n]
</ans>",0,{}
162,"<ans>
def max_length_list(input_list):
    max_length = max(len(x) for x in input_list)   
    max_list = max(input_list, key = lambda i: len(i))    
    return(max_length, max_list)
</ans>",0,{}
163,"<ans>
def check_distinct(test_tup):
  res = True
  temp = set()
  for ele in test_tup:
    if ele in temp:
      res = False
      break
    temp.add(ele)
  return res
</ans>",0,{}
164,"<ans>
def first_non_repeating_character(str1):
  char_order = []
  ctr = {}
  for c in str1:
    if c in ctr:
      ctr[c] += 1
    else:
      ctr[c] = 1 
      char_order.append(c)
  for c in char_order:
    if ctr[c] == 1:
      return c
  return None
</ans>",0,{}
165,"<ans>
import re  
regex = r'^[a-z]$|^([a-z]).*\1$'
def check_char(string): 
	if(re.search(regex, string)): 
		return ""Valid"" 
	else: 
		return ""Invalid""
</ans>",0,{}
166,"<ans>
def median_numbers(a,b,c):
    if a > b:
        if a < c:
            median = a
        elif b > c:
            median = b
        else:
            median = c
    else:
        if a > c:
            median = a
        elif b < c:
            median = b
        else:
            median = c
    return median
</ans>",0,{}
167,"<ans>
def sum_of_digits(nums):
    return sum(int(el) for n in nums for el in str(n) if el.isdigit())
</ans>",1,{}
168,"<ans>
def bitwise_xor(test_tup1, test_tup2):
  res = tuple(ele1 ^ ele2 for ele1, ele2 in zip(test_tup1, test_tup2))
  return (res)
</ans>",0,{}
169,"<ans>
def extract_freq(test_list):
  res = len(list(set(tuple(sorted(sub)) for sub in test_list)))
  return (res)
</ans>",0,{}
170,"<ans>
def add_nested_tuples(test_tup1, test_tup2):
  res = tuple(tuple(a + b for a, b in zip(tup1, tup2))
   for tup1, tup2 in zip(test_tup1, test_tup2))
  return (res)
</ans>",1,{}
171,"<ans>
def minimum(a,b):
    if a <= b:
        return a
    else:
        return b
</ans>",1,{}
172,"<ans>
def check_tuplex(tuplex, tuple1):
  if tuple1 in tuplex:
    return True
  else:
     return False
</ans>",1,{}
173,"<ans>
def find_Parity(x): 
    y = x ^ (x >> 1); 
    y = y ^ (y >> 2); 
    y = y ^ (y >> 4); 
    y = y ^ (y >> 8); 
    y = y ^ (y >> 16); 
    if (y & 1): 
        return True
    return False
</ans>",0,{}
174,"<ans>
def rearrange_bigger(n):
    nums = list(str(n))
    for i in range(len(nums)-2,-1,-1):
        if nums[i] < nums[i+1]:
            z = nums[i:]
            y = min(filter(lambda x: x > z[0], z))
            z.remove(y)
            z.sort()
            nums[i:] = [y] + z
            return int("""".join(nums))
    return False
</ans>",0,{}
175,"<ans>
import heapq
def k_smallest_pairs(nums1, nums2, k):
    queue = []
    def push(i, j):
        if i < len(nums1) and j < len(nums2):
            heapq.heappush(queue, [nums1[i] + nums2[j], i, j])
    push(0, 0)
    pairs = []
    while queue and len(pairs) < k:
        _, i, j = heapq.heappop(queue)
        pairs.append([nums1[i], nums2[j]])
        push(i, j + 1)
        if j == 0:
            push(i + 1, 0)
    return pairs
</ans>",0,{}
176,"<ans>
def min_product_tuple(list1):
    result_min = min([abs(x * y) for x, y in list1])
    return result_min
</ans>",0,{}
177,"<ans>
def min_val(listval):
    min_val = min(i for i in listval if isinstance(i, int))
    return min_val
</ans>",0,{}
178,"<ans>
import re

def snake_to_camel(word):
  return ''.join(x.capitalize() or '_' for x in word.split('_'))
</ans>",1,{}
179,"<ans>
def remove_odd(l):
    for i in l:
        if i % 2 != 0:
            l.remove(i)
    return l
</ans>",1,{}
180,"<ans>
def extract_nth_element(list1, n):
    result = [x[n] for x in list1]
    return result
</ans>",0,{}
181,"<ans>
def overlapping(list1, list2):
    for i in range(len(list1)):
        for j in range(len(list2)):
            if (list1[i] == list2[j]):
                return True
    return False
</ans>",1,{}
182,"<ans>
def max_Product(arr): 
    arr_len = len(arr) 
    if (arr_len < 2): 
        return (""No pairs exists"")           
    x = arr[0]; y = arr[1]      
    for i in range(0,arr_len): 
        for j in range(i + 1,arr_len): 
            if (arr[i] * arr[j] > x * y): 
                x = arr[i]; y = arr[j] 
    return x,y    
</ans>",0,{}
183,"<ans>
def group_tuples(Input): 
	out = {} 
	for elem in Input: 
		try: 
			out[elem[0]].extend(elem[1:]) 
		except KeyError: 
			out[elem[0]] = list(elem) 
	return [tuple(values) for values in out.values()] 
</ans>",0,{}
184,"<ans>
def Find_Max(lst): 
    maxList = max((x) for x in lst) 
    return maxList
</ans>",0,{}
185,"<ans>
def round_and_sum(list1):
  lenght=len(list1)
  round_and_sum=sum(list(map(round,list1))* lenght)
  return round_and_sum
</ans>",0,{}
186,"<ans>
def cube_Sum(n): 
    sum = 0
    for i in range(1,n + 1): 
        sum += (2*i)*(2*i)*(2*i) 
    return sum
</ans>",0,{}
187,"<ans>
def concatenate_tuple(test_tup):
    delim = ""-""
    res = ''.join([str(ele) + delim for ele in test_tup])
    res = res[ : len(res) - len(delim)]
    return (str(res))
</ans>",0,{}
188,"<ans>
def find_Average_Of_Cube(n):  
    sum = 0
    for i in range(1, n + 1): 
        sum += i * i * i  
    return round(sum / n, 6)
</ans>",0,{}
189,"<ans>
def extract_rear(test_tuple):
  res = list(sub[len(sub) - 1] for sub in test_tuple)
  return (res)
</ans>",0,{}
190,"<ans>
def count_element_in_list(list1, x): 
    ctr = 0
    for i in range(len(list1)): 
        if x in list1[i]: 
            ctr+= 1          
    return ctr
</ans>",0,{}
191,"<ans>
def filter_oddnumbers(nums):
 odd_nums = list(filter(lambda x: x%2 != 0, nums))
 return odd_nums
</ans>",0,{}
192,"<ans>
import re
def change_date_format(dt):
    return re.sub(r'(\d{4})-(\d{1,2})-(\d{1,2})', '\\3-\\2-\\1', dt)
</ans>",1,{}
193,"<ans>
def shell_sort(my_list):
    gap = len(my_list) // 2
    while gap > 0:
        for i in range(gap, len(my_list)):
            current_item = my_list[i]
            j = i
            while j >= gap and my_list[j - gap] > current_item:
                my_list[j] = my_list[j - gap]
                j -= gap
            my_list[j] = current_item
        gap //= 2
    return my_list
</ans>",0,{}
194,"<ans>
def and_tuples(test_tup1, test_tup2):
  res = tuple(ele1 & ele2 for ele1, ele2 in zip(test_tup1, test_tup2))
  return (res)
</ans>",0,{}
195,"<ans>
def parabola_directrix(a, b, c): 
  directrix=((int)(c - ((b * b) + 1) * 4 * a ))
  return directrix
</ans>",0,{}
196,"<ans>
def common_element(list1, list2):
    result = False
    for x in list1:
        for y in list2:
            if x == y:
                result = True
                return result
</ans>",0,{}
197,"<ans>
def median_trapezium(base1, base2, height):
    median = 0.5 * (base1 + base2)
    return median
</ans>",0,{}
198,"<ans>
def check_greater(arr, number):
  arr.sort()
  return number > arr[-1]
</ans>",1,{}
199,"<ans>
import re
def text_match_one(text):
    patterns = 'ab+?'
    if re.search(patterns,  text):
        return True
    else:
        return False
</ans>",0,{}
200,"<ans>
def last_Digit(n) :
    return (n % 10)
</ans>",1,{}
201,"<ans>
def neg_nos(list1):
  out = []
  for num in list1: 
    if num < 0: 
      out.append(num)
  return out
</ans>",0,{}
202,"<ans>
def remove_odd(str1):
    str2 = ''
    for i in range(1, len(str1) + 1):
        if(i % 2 == 0):
            str2 = str2 + str1[i - 1]
    return str2
</ans>",0,{}
203,"<ans>
def count_bidirectional(test_list):
  res = 0
  for idx in range(0, len(test_list)):
    for iidx in range(idx + 1, len(test_list)):
      if test_list[iidx][0] == test_list[idx][1] and test_list[idx][1] == test_list[iidx][0]:
        res += 1
  return res
</ans>",0,{}
204,"<ans>
def multiple_to_single(L):
  x = int("""".join(map(str, L)))
  return x
</ans>",0,{}
205,"<ans>
import re
def find_adverb_position(text):
    for m in re.finditer(r""\w+ly"", text):
        return (m.start(), m.end(), m.group(0))
</ans>",1,{}
206,"<ans>
def surfacearea_cube(l):
  surfacearea = 6 * l * l
  return surfacearea
</ans>",0,{}
207,"<ans>
def positive_count(nums):
    n = len(nums)
    n1 = 0
    for x in nums:
        if x > 0:
            n1 += 1
        else:
            None
    return round(n1/n,2)
</ans>",0,{}
208,"<ans>
def largest_neg(list1): 
    max = list1[0] 
    for x in list1: 
        if x < max : 
             max = x  
    return max
</ans>",0,{}
209,"<ans>
def trim_tuple(test_list, K):
  res = []
  for ele in test_list:
    N = len(ele)
    res.append(tuple(list(ele)[K: N - K]))
  return (str(res))
</ans>",0,{}
210,"<ans>
def index_multiplication(test_tup1, test_tup2):
  res = tuple(tuple(a * b for a, b in zip(tup1, tup2))
   for tup1, tup2 in zip(test_tup1, test_tup2))
  return (res)
</ans>",1,{}
211,"<ans>
from collections import Counter 
def count_Occurrence(tup, lst): 
    count = 0
    for item in tup: 
        if item in lst: 
            count+= 1 
    return count  
</ans>",0,{}
212,"<ans>
def cube_nums(nums):
    cube_nums = list(map(lambda x: x ** 3, nums))
    return cube_nums
</ans>",0,{}
213,"<ans>
def cal_sum(n): 
    a = 3
    b = 0
    c = 2
    if (n == 0): 
        return 3
    if (n == 1): 
        return 3
    if (n == 2): 
        return 5
    sum = 5
    while (n > 2): 
        d = a + b 
        sum = sum + d 
        a = b 
        b = c 
        c = d 
        n = n-1
    return sum
</ans>",0,{}
214,"<ans>
def extract_string(str, l):
    result = [e for e in str if len(e) == l] 
    return result
</ans>",0,{}
215,"<ans>
import re
def remove_whitespaces(text1):
  return (re.sub(r'\s+', '',text1))
</ans>",1,{}
216,"<ans>
def loss_amount(actual_cost, sale_amount):
  if (sale_amount > actual_cost):
    amount = sale_amount - actual_cost
    return amount
  else:
    return 0
</ans>",0,{}
217,"<ans>
import math 
def sumofFactors(n) : 
    if (n % 2 != 0) : 
        return 0
    res = 1
    for i in range(2, (int)(math.sqrt(n)) + 1) :    
        count = 0
        curr_sum = 1
        curr_term = 1
        while (n % i == 0) : 
            count= count + 1
            n = n // i 
            if (i == 2 and count == 1) : 
                curr_sum = 0
            curr_term = curr_term * i 
            curr_sum = curr_sum + curr_term 
        res = res * curr_sum  
    if (n >= 2) : 
        res = res * (1 + n) 
    return res
</ans>",0,{}
218,"<ans>
def check_monthnumb_number(monthnum2):
  if(monthnum2==1 or monthnum2==3 or monthnum2==5 or monthnum2==7 or monthnum2==8 or monthnum2==10 or monthnum2==12):
    return True
  else:
    return False
</ans>",1,{}
219,"<ans>
def reverse_string_list(stringlist):
    result = [x[::-1] for x in stringlist]
    return result
</ans>",0,{}
220,"<ans>
def Find_Min(lst): 
    return min(lst, key=len)
</ans>",1,{}
221,"<ans>
def rectangle_area(l,b):
  area=l*b
  return area
</ans>",0,{}
222,"<ans>
import re

def remove_uppercase(str1):
  return re.sub('[A-Z]', '', str1)
</ans>",1,{}
223,"<ans>
def Extract(lst):
    return [item[0] for item in lst]
</ans>",1,{}
224,"<ans>
def upper_ctr(str):
    upper_ctr = 0
    for i in range(len(str)):
        if str[i] >= 'A' and str[i] <= 'Z':
            upper_ctr += 1
    return upper_ctr
</ans>",0,{}
225,"<ans>
def combinations_list(list1):
    if len(list1) == 0:
        return [[]]
    result = []
    for el in combinations_list(list1[1:]):
        result += [el, el+[list1[0]]]
    return result
</ans>",0,{}
226,"<ans>
def max_subarray_product(arr):
    n = len(arr)
    max_ending_here = 1
    min_ending_here = 1
    max_so_far = 0
    flag = 0
    for i in range(0, n):
        if arr[i] > 0:
            max_ending_here = max_ending_here * arr[i]
            min_ending_here = min (min_ending_here * arr[i], 1)
            flag = 1
        elif arr[i] == 0:
            max_ending_here = 1
            min_ending_here = 1
        else:
            temp = max_ending_here
            max_ending_here = max (min_ending_here * arr[i], 1)
            min_ending_here = temp * arr[i]
        if (max_so_far < max_ending_here):
            max_so_far = max_ending_here
    if flag == 0 and max_so_far == 0:
        return 0
    return max_so_far
</ans>",0,{}
227,"<ans>
def check_value(dict, n):
    result = all(x == n for x in dict.values())
    return result
</ans>",0,{}
228,"<ans>
def drop_empty(dict1):
  dict1 = {key:value for (key, value) in dict1.items() if value is not None}
  return dict1
</ans>",0,{}
229,"<ans>
def max_product(arr):   
  n = len(arr)
  mpis = arr[:]
  for i in range(n): 
    current_prod = arr[i]
    j = i + 1
    while j < n:
      if arr[j-1] > arr[j]: 
        break
      current_prod *= arr[j]
      if current_prod > mpis[j]:
        mpis[j] = current_prod 
      j = j + 1
  return max(mpis)
</ans>",0,{}
230,"<ans>
def add_pairwise(test_tup):
  res = tuple(i + j for i, j in zip(test_tup, test_tup[1:]))
  return (res)
</ans>",0,{}
231,"<ans>
def find_remainder(arr, n): 
    mul = 1
    for i in range(len(arr)):  
        mul = (mul * (arr[i] % n)) % n 
    return mul % n 
</ans>",0,{}
232,"<ans>
def check_Consecutive(l):
    return sorted(l) == list(range(min(l),max(l)+1))
</ans>",1,{}
233,"<ans>
def tuple_intersection(test_list1, test_list2):
  res = set([tuple(sorted(ele)) for ele in test_list1]) & set([tuple(sorted(ele)) for ele in test_list2])
  return (res)
</ans>",0,{}
234,"<ans>
def replace_char(str1,ch,newch):
    str2 = str1.replace(ch, newch)
    return str2
</ans>",0,{}
235,"<ans>
from collections import Counter
def sort_counter(dict1):
    x = Counter(dict1)
    sort_counter = x.most_common()
    return sort_counter
</ans>",0,{}
236,"<ans>
def big_sum(nums):
    sum = max(nums) + min(nums)
    return sum
</ans>",0,{}
237,"<ans>
def is_lower(string):
  return (string.lower())
</ans>",1,{}
238,"<ans>
import re

def remove_lowercase(str1):
    return re.sub('[a-z]', '', str1)
</ans>",1,{}
239,"<ans>
def first_Digit(n) :  
    while n >= 10:  
        n = n / 10 
    return int(n) 
</ans>",0,{}
